"customerid","age","gender","tenure","usage_frequency","support_calls","payment_delay","subscription_type","contract_length","total_spend","last_interaction","churn","risk_score"
"187779.0",60,"Male",50,30,9,1,"Premium","Annual","110.00",24,1,2
"192341.0",21,"Female",39,14,1,22,"Premium","Quarterly","382.00",20,1,2
"187778.0",22,"Female",52,17,6,23,"Premium","Quarterly","345.00",2,1,2
"199415.0",44,"Male",16,11,4,21,"Premium","Annual","274.00",28,1,2
"187777.0",33,"Female",23,16,9,15,"Premium","Quarterly","884.00",9,1,2
"200510.0",30,"Female",10,26,10,10,"Standard","Monthly","186.00",9,1,2
"188483.0",36,"Male",24,2,0,19,"Basic","Annual","936.00",9,1,2
"192348.0",54,"Male",9,8,3,18,"Standard","Quarterly","424.00",14,1,2
"192349.0",32,"Female",27,9,3,10,"Premium","Quarterly","485.00",28,1,2
"211721.0",27,"Male",32,26,8,3,"Basic","Quarterly","732.34",28,1,2
"219365.0",30,"Female",1,6,3,1,"Basic","Monthly","185.02",5,1,2
"203655.0",45,"Male",27,20,10,9,"Standard","Annual","154.00",29,1,2
"188912.0",23,"Female",58,12,8,14,"Standard","Quarterly","853.00",29,1,2
"192354.0",44,"Female",50,8,9,11,"Standard","Quarterly","748.00",15,1,2
"213139.0",62,"Female",44,28,10,14,"Basic","Quarterly","457.90",20,1,2
"192356.0",64,"Female",49,20,6,7,"Basic","Quarterly","813.00",23,1,2
"190210.0",60,"Female",46,18,10,6,"Basic","Monthly","272.00",15,1,2
"200512.0",64,"Female",47,5,0,23,"Standard","Quarterly","255.00",9,1,2
"185394.0",57,"Male",45,23,3,9,"Basic","Monthly","942.00",20,1,2
"211726.0",26,"Female",5,11,7,11,"Basic","Quarterly","925.33",25,1,2
"197366.0",62,"Male",54,13,0,25,"Standard","Monthly","207.00",14,1,2
"187773.0",41,"Male",31,2,8,8,"Premium","Quarterly","706.00",4,1,2
"186060.0",34,"Female",18,23,2,29,"Premium","Quarterly","609.00",29,1,2
"198825.0",28,"Female",30,2,4,22,"Standard","Quarterly","170.00",14,1,2
"192365.0",18,"Female",9,10,3,3,"Basic","Annual","615.00",27,1,2
"192366.0",33,"Female",34,23,0,28,"Premium","Quarterly","597.00",20,1,2
"192367.0",28,"Female",28,4,9,7,"Basic","Quarterly","937.00",12,1,2
"217225.0",42,"Female",11,10,8,14,"Basic","Annual","346.80",6,1,2
"192369.0",53,"Male",46,4,6,4,"Basic","Quarterly","246.00",15,1,2
"211732.0",34,"Female",2,5,3,5,"Premium","Quarterly","916.71",21,1,2
"192371.0",38,"Female",19,18,9,30,"Premium","Quarterly","122.00",5,1,2
"190203.0",41,"Female",19,27,7,18,"Standard","Annual","208.00",6,1,2
"198359.0",18,"Male",23,5,4,20,"Standard","Quarterly","727.00",8,1,2
"192374.0",60,"Female",10,23,0,24,"Basic","Annual","293.00",21,1,2
"186058.0",24,"Female",48,1,1,4,"Standard","Quarterly","295.00",29,1,2
"192376.0",51,"Male",33,25,0,8,"Premium","Monthly","767.00",16,1,2
"203662.0",25,"Female",33,24,5,26,"Standard","Quarterly","935.00",13,1,2
"219154.0",50,"Male",24,7,1,21,"Basic","Annual","171.59",9,1,2
"203665.0",62,"Male",44,23,10,8,"Premium","Quarterly","430.00",27,1,2
"192380.0",49,"Female",41,28,2,16,"Standard","Quarterly","777.00",28,1,2
"211735.0",32,"Female",32,29,6,9,"Basic","Monthly","200.07",10,1,2
"192382.0",24,"Female",55,1,0,10,"Basic","Quarterly","774.00",19,1,2
"203666.0",21,"Female",56,1,2,9,"Standard","Annual","720.00",24,1,2
"203667.0",63,"Female",10,28,9,15,"Standard","Annual","716.00",11,1,2
"192386.0",23,"Female",12,18,10,12,"Basic","Annual","574.00",23,1,2
"197365.0",46,"Female",50,30,3,4,"Premium","Monthly","159.00",30,1,2
"189150.0",42,"Female",36,26,3,28,"Premium","Quarterly","943.00",23,1,2
"190195.0",57,"Female",29,16,6,1,"Basic","Monthly","531.00",1,1,2
"217226.0",62,"Female",54,3,5,14,"Standard","Quarterly","254.69",9,1,2
"192391.0",41,"Female",12,19,10,17,"Standard","Quarterly","944.00",12,1,2
"192392.0",28,"Female",46,5,4,15,"Premium","Quarterly","379.00",3,1,2
"211738.0",33,"Male",5,7,6,13,"Premium","Quarterly","305.68",14,1,2
"184526.0",19,"Male",27,17,8,8,"Premium","Monthly","811.00",8,1,2
"192395.0",36,"Female",47,10,1,3,"Basic","Annual","801.00",20,1,2
"192396.0",53,"Female",26,12,4,30,"Premium","Annual","202.00",18,1,2
"192397.0",64,"Female",17,25,2,27,"Premium","Quarterly","958.00",27,1,2
"203668.0",61,"Male",38,30,6,18,"Premium","Quarterly","841.00",10,1,2
"190193.0",57,"Female",35,11,9,13,"Standard","Annual","875.00",19,1,2
"211740.0",23,"Female",43,12,9,25,"Premium","Quarterly","646.19",4,1,2
"190191.0",25,"Female",27,16,1,16,"Premium","Quarterly","261.00",25,1,2
"192402.0",39,"Female",23,30,10,29,"Premium","Quarterly","854.00",15,1,2
"192403.0",51,"Female",51,21,7,11,"Standard","Quarterly","869.00",27,1,2
"213138.0",26,"Male",23,6,0,30,"Standard","Quarterly","677.34",1,1,2
"192405.0",60,"Male",59,2,5,9,"Premium","Annual","197.00",8,1,2
"192406.0",24,"Female",2,15,2,18,"Basic","Quarterly","925.00",19,1,2
"214894.0",18,"Male",40,17,1,25,"Premium","Monthly","962.80",9,1,2
"203670.0",42,"Female",42,6,1,1,"Basic","Quarterly","151.00",23,1,2
"211742.0",27,"Male",54,20,10,15,"Premium","Quarterly","216.85",1,1,2
"192410.0",30,"Male",24,8,0,28,"Standard","Quarterly","578.00",7,1,2
"192411.0",50,"Female",39,25,4,2,"Basic","Monthly","768.00",25,1,2
"190189.0",24,"Male",37,27,5,11,"Basic","Quarterly","984.00",16,1,2
"192414.0",45,"Male",49,16,7,11,"Standard","Monthly","971.00",6,1,2
"192416.0",37,"Female",53,19,5,5,"Standard","Quarterly","787.00",19,1,2
"200514.0",35,"Female",10,20,2,1,"Standard","Monthly","293.00",25,1,2
"214021.0",48,"Male",40,25,6,11,"Basic","Annual","577.87",18,1,2
"192419.0",58,"Male",33,18,0,29,"Premium","Monthly","892.00",15,1,2
"186057.0",63,"Female",3,16,0,19,"Basic","Quarterly","166.00",24,1,2
"200516.0",59,"Female",33,30,3,19,"Standard","Quarterly","508.00",18,1,2
"192422.0",58,"Female",46,9,1,9,"Basic","Annual","372.00",26,1,2
"218875.0",51,"Female",20,11,7,16,"Standard","Annual","824.36",15,1,2
"211745.0",62,"Female",7,13,0,25,"Premium","Annual","913.83",29,1,2
"217229.0",41,"Male",31,5,8,11,"Premium","Annual","369.05",7,1,2
"192426.0",30,"Male",16,12,6,9,"Premium","Quarterly","609.00",26,1,2
"211747.0",44,"Male",3,29,10,3,"Premium","Monthly","995.36",15,1,2
"192428.0",46,"Female",17,1,8,13,"Basic","Quarterly","477.00",2,1,2
"187768.0",36,"Female",56,5,7,1,"Standard","Quarterly","252.00",2,1,2
"192430.0",19,"Female",5,23,4,30,"Standard","Annual","540.00",22,1,2
"192431.0",25,"Male",58,12,10,22,"Standard","Quarterly","864.00",5,1,2
"199417.0",52,"Female",17,4,2,0,"Basic","Annual","855.00",24,1,2
"211748.0",27,"Female",15,5,1,3,"Premium","Monthly","497.18",4,1,2
"211749.0",25,"Female",8,30,3,16,"Premium","Quarterly","511.55",18,1,2
"214022.0",42,"Female",21,6,3,2,"Standard","Annual","539.74",29,1,2
"197362.0",32,"Male",41,29,10,16,"Premium","Annual","794.00",4,1,2
"192437.0",28,"Female",21,15,10,29,"Premium","Annual","448.00",5,1,2
"184524.0",63,"Female",51,10,1,18,"Standard","Annual","485.00",9,1,2
"189152.0",41,"Female",35,20,8,17,"Premium","Annual","968.00",6,1,2
"214899.0",55,"Female",30,28,3,30,"Premium","Monthly","760.46",3,1,2
"190186.0",39,"Female",57,13,9,7,"Basic","Quarterly","993.00",30,1,2
"211752.0",55,"Female",36,24,3,30,"Standard","Quarterly","183.09",23,1,2
"185581.0",51,"Male",21,25,4,15,"Basic","Annual","253.00",25,1,2
"190185.0",25,"Male",26,29,6,9,"Premium","Monthly","128.00",7,1,2
"203679.0",63,"Male",32,11,3,9,"Premium","Monthly","947.00",22,1,2
"185579.0",43,"Male",19,29,6,3,"Premium","Annual","820.00",20,1,2
"203681.0",49,"Female",37,23,1,24,"Premium","Monthly","221.00",6,1,2
"192448.0",47,"Male",24,29,2,19,"Basic","Monthly","305.00",10,1,2
"218168.0",46,"Female",25,8,2,5,"Premium","Quarterly","818.33",21,1,2
"211754.0",64,"Male",43,15,9,14,"Basic","Monthly","262.27",5,1,2
"203683.0",40,"Female",32,2,6,12,"Premium","Quarterly","663.00",15,1,2
"211755.0",53,"Male",27,10,3,28,"Standard","Annual","141.89",8,1,2
"211756.0",21,"Female",54,22,7,0,"Basic","Annual","802.40",25,1,2
"190184.0",53,"Male",55,6,4,0,"Premium","Annual","442.00",18,1,2
"185665.0",62,"Female",16,22,5,3,"Standard","Annual","879.00",20,1,2
"192456.0",18,"Male",29,30,2,15,"Standard","Quarterly","462.00",30,1,2
"188480.0",50,"Female",22,7,4,17,"Basic","Quarterly","495.00",4,1,2
"192458.0",36,"Male",59,16,6,30,"Basic","Annual","874.00",6,1,2
"190183.0",22,"Female",7,26,10,8,"Basic","Monthly","606.00",10,1,2
"198358.0",54,"Male",12,27,7,12,"Premium","Annual","125.00",20,1,2
"211758.0",30,"Female",12,16,9,11,"Standard","Annual","155.13",21,1,2
"192462.0",62,"Male",25,24,4,27,"Basic","Monthly","275.00",14,1,2
"192464.0",33,"Female",32,16,2,26,"Standard","Monthly","880.00",6,1,2
"188479.0",31,"Male",27,6,10,8,"Premium","Quarterly","878.00",8,1,2
"190182.0",44,"Female",6,21,10,16,"Standard","Quarterly","234.00",1,1,2
"190178.0",32,"Female",42,22,6,1,"Basic","Monthly","719.00",3,1,2
"192468.0",52,"Male",21,29,4,14,"Premium","Monthly","770.00",28,1,2
"203688.0",39,"Male",48,25,9,1,"Standard","Annual","142.00",24,1,2
"192470.0",54,"Male",50,11,8,13,"Basic","Monthly","473.00",12,1,2
"203689.0",57,"Female",6,20,10,6,"Standard","Quarterly","328.00",22,1,2
"190169.0",58,"Male",31,28,9,3,"Premium","Annual","343.00",21,1,2
"192473.0",58,"Female",2,12,5,7,"Basic","Annual","464.00",24,1,2
"192474.0",22,"Male",36,30,1,21,"Premium","Quarterly","236.00",28,1,2
"214904.0",44,"Female",37,22,2,29,"Premium","Quarterly","140.51",24,1,2
"190168.0",22,"Female",39,9,8,5,"Premium","Annual","744.00",15,1,2
"203691.0",24,"Female",15,21,10,4,"Basic","Annual","822.00",16,1,2
"211760.0",36,"Male",37,29,5,7,"Basic","Annual","615.56",23,1,2
"217235.0",41,"Female",25,6,3,20,"Premium","Annual","416.87",6,1,2
"192480.0",18,"Male",22,18,3,19,"Premium","Monthly","194.00",3,1,2
"217236.0",37,"Female",53,18,4,21,"Basic","Monthly","221.37",6,1,2
"185391.0",60,"Female",49,8,0,10,"Standard","Annual","543.00",27,1,2
"199063.0",34,"Male",6,8,0,16,"Standard","Quarterly","459.00",12,1,2
"217237.0",56,"Male",4,28,0,30,"Basic","Annual","740.05",28,1,2
"214906.0",60,"Male",16,14,6,1,"Premium","Monthly","443.49",2,1,2
"203695.0",56,"Female",52,24,0,20,"Premium","Annual","120.00",22,1,2
"192487.0",22,"Male",13,3,3,9,"Premium","Quarterly","596.00",28,1,2
"214907.0",31,"Male",2,4,8,10,"Basic","Quarterly","887.85",1,1,2
"211766.0",43,"Male",56,8,1,4,"Premium","Monthly","732.50",14,1,2
"192490.0",26,"Male",20,23,5,13,"Standard","Monthly","549.00",10,1,2
"203697.0",64,"Male",59,7,2,18,"Basic","Annual","855.00",2,1,2
"213407.0",33,"Female",31,6,2,1,"Basic","Monthly","339.36",13,1,2
"192493.0",26,"Male",24,26,6,14,"Premium","Annual","516.00",26,1,2
"211767.0",25,"Female",56,19,0,9,"Premium","Monthly","492.13",29,1,2
"213137.0",57,"Male",31,16,6,19,"Standard","Quarterly","377.78",5,1,2
"186056.0",42,"Female",9,10,6,10,"Premium","Annual","648.00",1,1,2
"192497.0",61,"Female",33,22,6,27,"Premium","Quarterly","496.00",9,1,2
"192498.0",54,"Male",19,28,5,29,"Basic","Quarterly","698.00",2,1,2
"192499.0",47,"Male",3,15,7,13,"Standard","Annual","626.00",29,1,2
"214908.0",55,"Female",6,8,3,13,"Standard","Monthly","807.49",5,1,2
"203701.0",35,"Male",55,14,6,17,"Premium","Quarterly","522.00",12,1,2
"198889.0",34,"Female",34,20,0,27,"Standard","Annual","520.00",30,1,2
"185390.0",55,"Male",21,18,3,15,"Standard","Monthly","876.00",2,1,2
"211769.0",62,"Female",49,22,3,23,"Premium","Monthly","461.47",11,1,2
"192506.0",28,"Male",11,3,10,6,"Standard","Annual","947.00",15,1,2
"190163.0",49,"Female",26,7,0,21,"Premium","Quarterly","995.00",1,1,2
"219391.0",64,"Female",58,3,3,4,"Premium","Quarterly","561.34",29,1,2
"200526.0",60,"Female",13,21,10,13,"Premium","Annual","160.00",19,1,2
"211770.0",59,"Male",43,13,5,26,"Standard","Quarterly","779.82",11,1,2
"192511.0",54,"Female",31,13,9,28,"Standard","Quarterly","563.00",12,1,2
"185389.0",60,"Male",14,16,6,18,"Basic","Quarterly","590.00",10,1,2
"203706.0",61,"Female",8,19,8,24,"Standard","Annual","714.00",9,1,2
"211771.0",40,"Male",23,29,0,19,"Standard","Quarterly","275.57",28,1,2
"214912.0",48,"Female",43,5,5,12,"Basic","Quarterly","699.28",9,1,2
"192516.0",62,"Male",28,15,9,3,"Premium","Annual","160.00",26,1,2
"190162.0",64,"Male",49,14,2,25,"Basic","Quarterly","291.00",19,1,2
"188475.0",18,"Male",20,30,9,20,"Basic","Annual","148.00",6,1,2
"187765.0",30,"Male",59,20,10,18,"Premium","Annual","177.00",5,1,2
"190159.0",56,"Male",22,14,6,3,"Premium","Annual","770.00",24,1,2
"203711.0",26,"Male",57,29,8,22,"Standard","Quarterly","866.00",14,1,2
"198351.0",23,"Male",49,9,4,21,"Standard","Quarterly","662.00",12,1,2
"211773.0",26,"Female",13,16,3,16,"Standard","Monthly","956.35",11,1,2
"203713.0",60,"Female",52,30,6,1,"Standard","Quarterly","738.00",23,1,2
"192525.0",53,"Male",6,21,7,8,"Basic","Monthly","600.00",6,1,2
"192526.0",55,"Male",25,4,4,20,"Premium","Quarterly","822.00",11,1,2
"218170.0",44,"Male",60,15,6,6,"Basic","Monthly","782.26",15,1,2
"192528.0",63,"Male",26,26,7,5,"Standard","Quarterly","942.00",16,1,2
"192530.0",62,"Male",32,17,8,20,"Premium","Annual","890.00",12,1,2
"219156.0",29,"Male",57,18,5,5,"Basic","Annual","800.34",30,1,2
"217240.0",24,"Female",32,11,10,1,"Standard","Annual","474.74",27,1,2
"192533.0",27,"Male",13,9,0,24,"Basic","Quarterly","924.00",13,1,2
"190154.0",43,"Male",19,4,2,22,"Standard","Annual","883.00",1,1,2
"192535.0",45,"Female",2,22,5,15,"Premium","Annual","675.00",3,1,2
"190153.0",26,"Male",49,15,6,25,"Standard","Annual","360.00",15,1,2
"192537.0",51,"Female",51,15,7,10,"Premium","Quarterly","775.00",30,1,2
"192538.0",23,"Male",3,26,7,21,"Basic","Annual","687.00",10,1,2
"197357.0",26,"Female",20,26,2,17,"Standard","Quarterly","248.00",28,1,2
"192540.0",53,"Male",56,25,7,15,"Basic","Annual","139.00",10,1,2
"211776.0",47,"Male",36,15,7,4,"Basic","Annual","687.89",29,1,2
"192542.0",43,"Female",59,12,6,3,"Premium","Annual","641.00",19,1,2
"203717.0",61,"Male",36,17,2,15,"Basic","Monthly","783.00",13,1,2
"190151.0",37,"Female",48,8,5,7,"Premium","Annual","857.00",6,1,2
"192545.0",52,"Female",50,1,6,10,"Standard","Quarterly","984.00",2,1,2
"197353.0",53,"Female",49,15,8,27,"Basic","Quarterly","838.00",11,1,2
"214916.0",37,"Male",10,26,4,29,"Basic","Annual","586.23",29,1,2
"192548.0",57,"Female",48,25,3,12,"Standard","Monthly","793.00",26,1,2
"192549.0",54,"Female",19,30,8,14,"Premium","Annual","830.00",18,1,2
"192550.0",19,"Male",17,17,4,21,"Premium","Annual","589.00",17,1,2
"217241.0",45,"Female",55,25,9,25,"Basic","Quarterly","634.63",15,1,2
"186055.0",50,"Female",19,29,5,11,"Standard","Monthly","848.00",8,1,2
"211780.0",30,"Male",47,27,8,7,"Basic","Monthly","359.58",15,1,2
"211781.0",48,"Male",27,9,2,14,"Premium","Annual","431.95",21,1,2
"190148.0",59,"Female",42,21,8,7,"Basic","Annual","613.00",18,1,2
"192556.0",49,"Male",1,28,8,24,"Basic","Annual","258.00",2,1,2
"199421.0",20,"Female",35,29,6,3,"Basic","Monthly","924.00",2,1,2
"203720.0",60,"Female",19,7,7,9,"Basic","Annual","261.00",6,1,2
"192559.0",23,"Female",29,29,8,1,"Basic","Monthly","354.00",12,1,2
"217822.0",58,"Male",47,27,7,0,"Basic","Annual","729.41",26,1,2
"190147.0",32,"Female",11,9,1,23,"Premium","Annual","691.00",12,1,2
"190145.0",33,"Female",6,9,4,25,"Basic","Quarterly","504.00",14,1,2
"197352.0",45,"Male",6,20,6,4,"Premium","Annual","234.00",30,1,2
"192564.0",61,"Female",58,28,2,5,"Standard","Monthly","452.00",18,1,2
"214027.0",29,"Male",38,16,0,22,"Standard","Monthly","723.05",5,1,2
"203723.0",34,"Female",31,20,7,29,"Basic","Annual","247.00",3,1,2
"192567.0",62,"Female",29,13,5,20,"Premium","Annual","956.00",15,1,2
"211785.0",18,"Male",24,19,0,30,"Premium","Quarterly","592.21",16,1,2
"192569.0",47,"Male",2,15,7,22,"Basic","Quarterly","396.00",12,1,2
"192570.0",29,"Male",22,30,4,17,"Premium","Quarterly","514.00",30,1,2
"213699.0",63,"Male",17,30,9,30,"Basic","Quarterly","665.89",3,1,2
"192572.0",47,"Male",24,5,1,10,"Premium","Monthly","475.00",5,1,2
"213133.0",21,"Male",34,15,0,11,"Basic","Monthly","128.29",24,1,2
"213600.0",29,"Male",17,13,2,16,"Standard","Quarterly","219.02",25,1,2
"203726.0",64,"Male",24,27,9,10,"Basic","Quarterly","783.00",21,1,2
"184445.0",61,"Male",14,6,4,14,"Standard","Annual","335.00",17,1,2
"192577.0",52,"Male",50,16,9,0,"Basic","Monthly","315.00",9,1,2
"198720.0",32,"Male",46,4,0,18,"Standard","Annual","484.00",15,1,2
"192579.0",32,"Male",57,9,0,0,"Standard","Annual","369.00",27,1,2
"198911.0",42,"Male",30,27,0,23,"Premium","Monthly","492.00",4,1,2
"187763.0",32,"Female",1,24,2,18,"Standard","Monthly","656.00",3,1,2
"214921.0",21,"Female",47,14,5,29,"Premium","Annual","770.02",4,1,2
"190138.0",47,"Male",13,21,2,22,"Basic","Monthly","835.00",5,1,2
"186053.0",44,"Male",7,22,3,1,"Standard","Monthly","139.00",20,1,2
"185663.0",59,"Male",44,20,2,24,"Standard","Quarterly","388.00",18,1,2
"211788.0",65,"Female",44,10,10,4,"Premium","Quarterly","889.51",14,1,2
"192587.0",38,"Female",55,2,1,5,"Basic","Annual","702.00",30,1,2
"192588.0",43,"Male",28,22,0,21,"Basic","Annual","537.00",25,1,2
"200538.0",62,"Female",48,10,0,6,"Basic","Quarterly","390.00",29,1,2
"192590.0",33,"Male",46,10,4,15,"Basic","Quarterly","907.00",14,1,2
"211789.0",58,"Female",23,28,4,27,"Standard","Monthly","606.26",12,1,2
"189154.0",46,"Female",44,15,8,21,"Basic","Quarterly","571.00",8,1,2
"192593.0",48,"Male",36,25,7,8,"Premium","Quarterly","878.00",19,1,2
"192595.0",46,"Male",14,2,10,8,"Basic","Annual","692.00",8,1,2
"203734.0",49,"Male",34,12,6,17,"Premium","Quarterly","580.00",5,1,2
"198823.0",18,"Female",26,24,9,14,"Standard","Annual","214.00",25,1,2
"211792.0",22,"Male",39,24,2,29,"Standard","Annual","948.46",29,1,2
"192599.0",37,"Male",7,29,7,0,"Standard","Monthly","389.00",8,1,2
"185386.0",32,"Female",27,22,4,15,"Basic","Annual","226.00",17,1,2
"211793.0",31,"Male",17,30,3,15,"Basic","Monthly","136.20",14,1,2
"188471.0",28,"Male",50,27,0,7,"Standard","Monthly","448.00",18,1,2
"188719.0",30,"Female",59,28,10,21,"Basic","Quarterly","708.00",13,1,2
"192605.0",56,"Male",33,11,8,21,"Standard","Annual","213.00",1,1,2
"198821.0",33,"Female",13,5,10,13,"Basic","Quarterly","684.00",15,1,2
"192607.0",46,"Female",40,1,6,14,"Premium","Annual","135.00",3,1,2
"197346.0",49,"Female",15,17,8,24,"Premium","Annual","656.00",9,1,2
"203740.0",54,"Female",45,24,10,13,"Premium","Monthly","647.00",14,1,2
"190134.0",56,"Male",16,26,8,15,"Basic","Annual","807.00",9,1,2
"218877.0",47,"Male",17,5,1,3,"Basic","Quarterly","897.30",22,1,2
"214925.0",38,"Female",35,13,2,20,"Standard","Quarterly","944.05",30,1,2
"192613.0",31,"Female",23,17,6,22,"Premium","Quarterly","765.00",9,1,2
"211798.0",36,"Female",1,1,2,4,"Basic","Quarterly","857.10",19,1,2
"211799.0",49,"Female",55,7,5,0,"Basic","Quarterly","693.18",12,1,2
"190133.0",53,"Male",47,3,4,11,"Basic","Quarterly","610.00",16,1,2
"187759.0",30,"Female",56,14,4,26,"Basic","Quarterly","772.00",24,1,2
"192618.0",42,"Male",20,4,1,2,"Basic","Quarterly","989.00",29,1,2
"218173.0",33,"Female",26,23,1,22,"Standard","Monthly","421.83",7,1,2
"192620.0",38,"Male",11,28,1,8,"Premium","Monthly","597.00",26,1,2
"192621.0",27,"Male",9,12,4,17,"Basic","Quarterly","616.00",27,1,2
"192622.0",41,"Male",30,20,2,0,"Basic","Monthly","443.00",27,1,2
"213405.0",37,"Female",16,6,3,9,"Basic","Annual","222.13",16,1,2
"197344.0",32,"Male",35,20,4,19,"Premium","Monthly","401.00",9,1,2
"192625.0",25,"Male",59,7,6,4,"Basic","Annual","104.00",7,1,2
"200543.0",64,"Male",32,27,1,18,"Premium","Quarterly","405.00",23,1,2
"192627.0",63,"Female",9,29,6,1,"Premium","Quarterly","798.00",25,1,2
"192628.0",43,"Male",34,26,5,16,"Standard","Quarterly","629.00",2,1,2
"200544.0",58,"Male",3,28,8,5,"Premium","Monthly","252.00",2,1,2
"192630.0",40,"Male",7,5,7,3,"Standard","Quarterly","438.00",4,1,2
"211801.0",28,"Female",15,21,2,26,"Premium","Quarterly","871.04",16,1,2
"192632.0",22,"Female",19,12,5,23,"Basic","Annual","966.00",1,1,2
"203747.0",40,"Female",21,29,0,20,"Basic","Monthly","995.00",7,1,2
"192634.0",27,"Male",58,16,7,17,"Standard","Quarterly","606.00",15,1,2
"200545.0",52,"Male",47,26,5,14,"Premium","Monthly","436.00",10,1,2
"211803.0",25,"Female",32,10,10,6,"Standard","Annual","109.33",6,1,2
"213129.0",23,"Female",33,5,4,11,"Basic","Annual","322.14",26,1,2
"192638.0",25,"Male",57,26,8,14,"Standard","Annual","677.00",18,1,2
"185385.0",65,"Male",34,5,0,24,"Standard","Quarterly","850.00",15,1,2
"217244.0",20,"Male",47,13,7,10,"Standard","Monthly","121.24",1,1,2
"214929.0",29,"Male",34,25,6,8,"Basic","Quarterly","574.98",20,1,2
"192642.0",62,"Male",45,30,4,24,"Standard","Quarterly","125.00",22,1,2
"192643.0",46,"Male",40,5,4,14,"Standard","Monthly","104.00",11,1,2
"211806.0",63,"Male",11,8,4,30,"Standard","Quarterly","909.94",12,1,2
"192645.0",23,"Male",43,28,7,9,"Standard","Annual","367.00",28,1,2
"192646.0",42,"Male",33,17,1,6,"Premium","Monthly","147.00",20,1,2
"203751.0",36,"Female",47,19,9,2,"Standard","Annual","361.00",20,1,2
"211808.0",23,"Male",28,26,8,3,"Premium","Quarterly","858.78",24,1,2
"190130.0",37,"Male",37,24,3,30,"Premium","Annual","376.00",19,1,2
"218878.0",41,"Male",23,15,7,28,"Standard","Quarterly","177.53",3,1,2
"213404.0",50,"Female",27,17,9,30,"Premium","Annual","177.05",2,1,2
"192652.0",56,"Male",6,12,8,29,"Basic","Quarterly","546.00",3,1,2
"199431.0",53,"Male",52,28,5,11,"Premium","Annual","343.00",24,1,2
"188914.0",64,"Female",44,18,2,16,"Premium","Monthly","656.00",6,1,2
"197339.0",27,"Female",6,19,9,12,"Premium","Annual","948.00",29,1,2
"192656.0",60,"Male",49,27,1,15,"Basic","Annual","811.00",24,1,2
"203755.0",29,"Male",44,23,1,25,"Standard","Annual","357.00",24,1,2
"211814.0",60,"Male",4,19,10,5,"Premium","Monthly","151.35",11,1,2
"203756.0",25,"Male",12,12,5,8,"Standard","Annual","327.00",28,1,2
"190124.0",40,"Male",22,8,2,20,"Premium","Annual","247.00",10,1,2
"192661.0",52,"Female",50,22,8,20,"Premium","Annual","683.00",1,1,2
"211817.0",37,"Male",7,18,7,5,"Premium","Monthly","288.99",2,1,2
"192663.0",65,"Female",55,5,7,0,"Premium","Quarterly","153.00",2,1,2
"192664.0",65,"Female",24,17,4,18,"Basic","Quarterly","381.00",16,1,2
"211818.0",49,"Male",29,11,5,22,"Premium","Quarterly","305.41",15,1,2
"192666.0",23,"Male",8,14,2,14,"Standard","Monthly","826.00",24,1,2
"184781.0",53,"Male",42,15,2,17,"Standard","Monthly","802.00",7,1,2
"203758.0",52,"Male",42,13,8,22,"Premium","Annual","133.00",11,1,2
"192669.0",60,"Male",9,6,9,9,"Standard","Quarterly","546.00",9,1,2
"192670.0",48,"Female",53,21,2,16,"Premium","Annual","896.00",21,1,2
"211819.0",43,"Female",30,13,8,28,"Standard","Annual","376.16",9,1,2
"192672.0",40,"Male",11,19,5,21,"Premium","Quarterly","318.00",15,1,2
"211820.0",21,"Female",42,5,3,29,"Standard","Quarterly","913.69",13,1,2
"187756.0",19,"Male",24,19,10,4,"Standard","Quarterly","743.00",21,1,2
"211821.0",51,"Male",10,26,10,20,"Premium","Annual","258.10",5,1,2
"192676.0",38,"Male",28,4,0,1,"Standard","Monthly","667.00",5,1,2
"192677.0",26,"Male",52,18,3,17,"Premium","Quarterly","244.00",28,1,2
"192678.0",38,"Male",25,27,4,24,"Standard","Annual","614.00",26,1,2
"192680.0",26,"Male",2,27,2,24,"Standard","Annual","899.00",16,1,2
"203760.0",59,"Female",38,22,6,12,"Standard","Annual","738.00",30,1,2
"192682.0",53,"Female",7,11,9,15,"Standard","Annual","390.00",14,1,2
"203761.0",48,"Female",13,19,7,4,"Standard","Quarterly","891.00",29,1,2
"200547.0",59,"Male",47,26,0,27,"Premium","Quarterly","248.00",22,1,2
"200548.0",29,"Male",45,12,3,15,"Premium","Quarterly","720.00",27,1,2
"187755.0",56,"Female",12,26,10,9,"Basic","Monthly","683.00",4,1,2
"192687.0",42,"Female",14,24,10,30,"Standard","Annual","856.00",4,1,2
"192688.0",56,"Male",31,22,1,20,"Standard","Quarterly","331.00",30,1,2
"218880.0",23,"Female",15,27,7,3,"Standard","Annual","385.34",18,1,2
"190120.0",22,"Male",7,11,3,26,"Premium","Monthly","875.00",11,1,2
"184799.0",35,"Male",19,27,3,26,"Standard","Quarterly","675.00",25,1,2
"214931.0",30,"Male",46,26,5,4,"Basic","Monthly","184.44",11,1,2
"203766.0",40,"Male",48,29,2,28,"Basic","Quarterly","492.00",16,1,2
"192694.0",31,"Male",43,11,5,9,"Basic","Annual","641.00",17,1,2
"203767.0",59,"Female",14,15,7,9,"Premium","Quarterly","977.00",30,1,2
"192697.0",20,"Male",7,16,10,8,"Basic","Monthly","280.00",6,1,2
"192698.0",53,"Male",41,11,4,15,"Basic","Annual","453.00",23,1,2
